002327011,體育[男女合班]—排球初級                                    ,一12          ,吳高讚                                                                                                 ,5,5,是
002328001,體育[男女合班]—足球中級                                    ,五78          ,林培元                                                                                                 ,1,1,否
002329001,體育[男]—籃球中級                                          ,四56          ,陳子威                                                                                                 ,2,2,是
002335001,體育[男女合班]—桌球中級                                    ,三34          ,謝明輝                                                                                                 ,3,3,否
002335021,體育[男女合班]—桌球中級                                    ,二78          ,朱昌勇                                                                                                 ,4,4,是
002335031,體育[男女合班]—桌球中級                                    ,三78          ,朱昌勇                                                                                                 ,5,5,否
002337001,體育[男女合班]—羽球中級                                    ,二56          ,楊瑞珠                                                                                                 ,1,1,是
002337011,體育[男女合班]—羽球中級,四34          ,楊瑞珠                                                                                                 ,2,2,否
002337021,體育[男女合班]—羽球中級,三12          ,陳志威                                                                                                 ,3,3,是
002338001,體育[男女合班]—游泳中級                                    ,二78          ,李惠婷                                                                                                 ,4,4,否
002339021,體育[男女合班]—木球初級,四56          ,王思宜                                                                                                 ,5,5,是
002340021,體育[男女合班]—網球中級,一78          ,杜錦豊                                                                                                 ,1,1,否
002343001,體育[男女合班]—橄欖球初級                                  ,四34          ,林文乙                                                                                                 ,2,2,是
002343011,體育[男女合班]—橄欖球初級                                  ,五34          ,林文乙                                                                                                 ,3,3,否
002344001,體育[男女合班]—土風舞初級                                  ,五12          ,曾明生                                                                                                 ,4,4,是
002345001,體育[男女合班]—拳擊                                        ,三12          ,畢經隆                                                                                                 ,5,5,否
002345011,體育[男女合班]—拳擊                                        ,三34          ,畢經隆                                                                                                 ,1,1,是
002346001,體育[男女合班]—鐵人三項初級                                ,二34          ,吳家慶                                                                                                 ,2,2,否
002347001,體育[男女合班]—健走                                        ,一12          ,洪鈺釗                                                                                                 ,3,3,是
002347011,體育[男女合班]—健走                                        ,四56          ,洪鈺釗                                                                                                 ,4,4,否
002347021,體育[男女合班]—健走,四12          ,洪鈺釗                                                                                                 ,5,5,是
002350001,體育[男女合班]—武術初級                                    ,二12          ,張仲豪                                                                                                 ,1,1,否
002355001,體育[男女合班]—武術中級                                    ,二34          ,張仲豪                                                                                                 ,2,2,是
002359001,體育[男女合班]—熱力有氧初級                                ,四56          ,呂潔如                                                                                                 ,3,3,否
002360021,體育[男女合班]—籃球中級,五78          ,陳子威                                                                                                 ,4,4,是
002361011,體育[男女合班]—籃球初級                                    ,四34          ,陳子威                                                                                                 ,5,5,否
002361021,體育[男女合班]—籃球初級,五56          ,陳子威                                                                                                 ,1,1,是
002362001,體育[男女合班]—瑜珈初級                                    ,四12          ,賴芳貞                                                                                                 ,2,2,否
002362011,體育[男女合班]—瑜珈初級                                    ,四34          ,賴芳貞                                                                                                 ,3,3,是
002366001,體育[男女合班]—羽球初級,四12          ,楊瑞珠                                                                                                 ,4,4,否
002366011,體育[男女合班]—羽球初級,三12          ,楊瑞珠                                                                                                 ,5,5,是
002366021,體育[男女合班]—羽球初級,三34          ,楊瑞珠                                                                                                 ,1,1,否
031004011,國文－古典詩選讀,一D56         ,錢瑋東                                                                                                 ,2,2,是
031004021,國文－古典詩選讀,二D56         ,呂昭明                                                                                                 ,3,3,否
032002601,大學英文（二）                                              ,四234         ,崔正芳                                                                                                 ,4,4,是
032002611,大學英文（二）                                              ,四234         ,陳佳琦                                                                                                 ,5,5,否
032002621,大學英文（二）                                              ,四234         ,金嘉炘                                                                                                 ,1,1,是
032002631,大學英文（二）                                              ,四234         ,戚大為                                                                                                 ,2,2,否
032002641,大學英文（二）                                              ,四234         ,郭曉蓉                                                                                                 ,3,3,是
032002651,大學英文（二）                                              ,四234         ,陳綉諭                                                                                                 ,4,4,否
032002661,大學英文（二）                                              ,四234         ,賴宇彤                                                                                                 ,5,5,是
032002671,大學英文（二）                                              ,四234         ,李寶莉                                                                                                 ,1,1,否
032002681,大學英文（二）                                              ,四234         ,趙宣彭                                                                                                 ,2,2,是
032002691,大學英文（二）                                              ,四234         ,黃杏妃                                                                                                 ,3,3,否
032002701,大學英文（二）                                              ,四234         ,林千凱                                                                                                 ,4,4,是
032002711,大學英文（二）                                              ,四234         ,蔣宜卿                                                                                                 ,5,5,否
041005001,士人、社會與國家,五123         ,王德權                                                                                                 ,1,1,是
041007001,西歐飲食文化史                                              ,二78          ,周惠民                                                                                                 ,2,2,否
041015001,現代文明的傳統根源                                          ,四78          ,劉季倫                                                                                                 ,3,3,是
041026011,台灣歷史與文化,二78          ,曾士榮                                                                                                 ,4,4,否
041042011,電影藝術                                                    ,四78          ,李福鐘                                                                                                 ,5,5,是
041097001,轉型期與近代東亞: 從1930年代到1940年代                      ,一78          ,曾士榮                                                                                                 ,1,1,否
041099041,文明發展與歷史思惟,二78E         ,雷恩‧侯洛伊德                                                                                             ,2,2,是
041099051,文明發展與歷史思惟,五D56         ,陳秀芬                                                                                                 ,3,3,否
041100031,生命價值與哲學思惟,三78E         ,林遠澤                                                                                                 ,4,4,是
041100041,生命價值與哲學思惟,五D56         ,鄭光明                                                                                                 ,5,5,否
041119001,創造力                                                      ,五56          ,葉玉珠                                                                                                 ,1,1,是
041123001,生命探索與宗教文化                                          ,三78E         ,林振源                                                                                                 ,2,2,否
041123011,生命探索與宗教文化,一78E         ,吳欣芳                                                                                                 ,3,3,是
041133001,近代臺灣歷史與人物,二CD78        ,李為楨                                                                                                 ,4,4,否
041133011,近代臺灣歷史與人物,三CD78        ,鄭麗榕                                                                                                 ,5,5,是
041135001,西方文學經典與人文思維,三78E         ,林質心、邱彥彬                                                                                             ,1,1,否
041135011,西方文學經典與人文思維,四78E         ,姜翠芬                                                                                                 ,2,2,是
041172001,英美大眾小說：偵探和浪漫文類,五D56         ,陳音頤                                                                                                 ,3,3,否
041175001,台灣電影與文學中的性別,五D56         ,陳佩甄                                                                                                 ,4,4,是
041177001,語言的人文與科學,二78E         ,何萬順、萬依萍、戴智偉                                                                                         ,5,5,否
041177011,語言的人文與科學,三78E         ,何萬順、萬依萍、戴智偉                                                                                         ,1,1,是
041177021,語言的人文與科學,五D56         ,何萬順、萬依萍、戴智偉                                                                                         ,2,2,否
041191001,實用台灣閩南語,一78E         ,蔡惠名                                                                                                 ,3,3,是
041192001,舞蹈的閱讀,二678         ,謝杰廷                                                                                                 ,4,4,否
041193001,語言發展與認知、文化的交響,三78E         ,薩文蕙                                                                                                 ,5,5,是
041195001,藝術與當代社會,三78E         ,郭力昕                                                                                                 ,1,1,否
041195011,藝術與當代社會,三78E         ,鍾適芳                                                                                                 ,2,2,是
041196001,語言與手勢－比手說話,五123         ,徐嘉慧                                                                                                 ,3,3,否
041197001,走讀台灣文學地景,四78E         ,羅詩雲                                                                                                 ,4,4,是
042015001,全球化下西方社會與民族關係                                  ,三56          ,唐玉禮                                                                                                 ,5,5,否
042015011,全球化下西方社會與民族關係                                  ,三78          ,唐玉禮                                                                                                 ,1,1,是
042026001,保險糾紛介紹                                                ,四78          ,王正偉                                                                                                 ,2,2,否
042051001,經濟全球化與台商大陸投資                                    ,二78          ,陳德昇                                                                                                 ,3,3,是
042053001,歐洲政府與外交政策                                          ,五56          ,湯紹成                                                                                                 ,4,4,否
042089001,從漫畫看日本                                                ,五56          ,蔡增家                                                                                                 ,5,5,是
042096001,歐盟的兩岸政策                                              ,五12          ,湯紹成                                                                                                 ,1,1,否
042103001,由歷史事件看國際關係                                        ,一78          ,郭昕光                                                                                                 ,2,2,是
042112091,臺灣政治,一78EF        ,彭立忠                                                                                                 ,3,3,否
042112101,臺灣政治,二78E         ,李酉潭                                                                                                 ,4,4,是
042116011,生活中的經濟學,二78五CD      ,羅光達                                                                                                 ,5,5,否
042131001,全球經濟與勞工問題                                          ,三78          ,張其恆                                                                                                 ,1,1,是
042133001,社會學動動腦,二78E         ,邱炫元                                                                                                 ,2,2,否
042133011,社會學動動腦,四78E         ,陳宗文                                                                                                 ,3,3,是
042133021,社會學動動腦,三78E         ,邱炫元                                                                                                 ,4,4,否
042136001,身心障礙與台灣藝文                                          ,一78E         ,紀大偉                                                                                                 ,5,5,是
042137001,法學素養,四78E         ,林佳和                                                                                                 ,1,1,否
042142001,環視全球－挑戰國際視野,二78E         ,連弘宜                                                                                                 ,2,2,是
042142011,環視全球－挑戰國際視野,四78E         ,黃奎博                                                                                                 ,3,3,否
042143001,溝通與協商,一78E         ,朱斌妤                                                                                                 ,4,4,是
044049001,電影與國際關係,五78          ,蔡增家                                                                                                 ,5,5,否
044066001,從電影認識精神疾病,一78E         ,宋麗玉                                                                                                 ,1,1,是
044075001,東南亞發展與治理,一78E         ,楊昊                                                                                                  ,2,2,否
044084001,動物與人類社會,二78          ,鄭麗榕                                                                                                 ,3,3,是
044101001,無所不在的人工智慧,二678         ,羅崇銘                                                                                                 ,4,4,否
044107001,大局：紛擾時局背後的地理，貿易與政治成因,四78E         ,司徒文                                                                                                 ,5,5,是
044110001,國際永續發展專題,二78E         ,何浩慈                                                                                                 ,1,1,否
044112001,園藝與生活,二78          ,林慧玲                                                                                                 ,2,2,是
044115001,語言與認知神經科學概論,四78E         ,賴瑶鍈                                                                                                 ,3,3,否
045036001,自主學習專題：機率論與理則學在紙牌遊戲上的應用,四EFG         ,鄭天澤                                                                                                 ,4,4,是
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
